# "Timestep" "MSD"
50000 0.0 
51000 0.39714404035177703 
52000 0.42307912394346664 
53000 0.4851159137965041 
54000 0.5146032656545867 
55000 0.5386115745306037 
56000 0.6001084718121203 
57000 0.6342672308343292 
58000 0.6755396462802328 
59000 0.7125100577503183 
60000 0.718288856728443 
61000 0.7625818858003482 
62000 0.7825720270007848 
63000 0.8395337917498116 
64000 0.8429599629554936 
65000 0.8574644583906283 
66000 0.894904311304955 
67000 0.92448186135906 
68000 0.9518072024360354 
69000 0.9992442448929917 
70000 1.0086337382930826 
71000 1.0185653529923364 
72000 1.0235311929371789 
73000 1.0528095365489452 
74000 1.0691039216977003 
75000 1.11066661387489 
76000 1.099420627567582 
77000 1.1568982353397257 
78000 1.1694505758798472 
79000 1.1871811355635093 
80000 1.1974326318941586 
81000 1.2052842359274427 
82000 1.2442845238106368 
83000 1.2883810271122886 
84000 1.291468898165633 
85000 1.315334793159774 
86000 1.3310928170008705 
87000 1.3351588353960988 
88000 1.3520902565326238 
89000 1.3657709599072343 
90000 1.3930522450958713 
91000 1.4217877368287641 
92000 1.4527982493007 
93000 1.446998054025835 
94000 1.4754003392051234 
95000 1.4812599545534748 
96000 1.50278313403322 
97000 1.5276771576092636 
98000 1.5387189929558478 
99000 1.5235252433200699 
100000 1.5682404404474297 
101000 1.557559476700499 
102000 1.584015050372749 
103000 1.5763610122629315 
104000 1.6197170341663905 
105000 1.6385328155979042 
106000 1.639736150684366 
107000 1.673334407553005 
108000 1.6501702126596196 
109000 1.6629433505389273 
110000 1.6970386390996142 
111000 1.711302715936713 
112000 1.7322563832341604 
113000 1.725208553677678 
114000 1.7457490847839505 
115000 1.7809946481416379 
116000 1.7728957916949275 
117000 1.7768553796200965 
118000 1.7873251069726204 
119000 1.8124648739428277 
120000 1.843906285254958 
121000 1.8401790925951402 
122000 1.872718806494828 
123000 1.8687326525885204 
124000 1.89339323502898 
125000 1.918648580373385 
126000 1.9422509155015508 
127000 1.9204321462665466 
128000 1.922223271919286 
129000 1.9321295428063587 
130000 1.9414540302798897 
131000 1.976424014191626 
132000 1.9705397588554987 
133000 1.997315764057809 
134000 1.9783911636364966 
135000 2.035510681114658 
136000 2.042457784075222 
137000 2.0276583751146604 
138000 2.0193463173792625 
139000 2.068015409237993 
140000 2.0838479317772682 
141000 2.090526349259277 
142000 2.083662420893089 
143000 2.084049102697311 
144000 2.089005744903762 
145000 2.107392433087542 
146000 2.0983357631895183 
147000 2.087285842847539 
148000 2.122802450062668 
149000 2.126564929554947 
150000 2.1417663734367163 
151000 2.137003986884184 
152000 2.1544400799313865 
153000 2.211461736115824 
154000 2.201105924621528 
155000 2.176691316478313 
156000 2.1919453203086547 
157000 2.1796027822601385 
158000 2.2274896322530515 
159000 2.246929984085664 
160000 2.2409542206878323 
161000 2.252939341721289 
162000 2.2686201360947775 
163000 2.276967105695114 
164000 2.2740769429026124 
165000 2.282499030754853 
166000 2.2758682736659246 
167000 2.2955919437184074 
168000 2.306224183367585 
169000 2.3358889842713597 
170000 2.3278231007380397 
171000 2.322222937341688 
172000 2.34261850495655 
173000 2.341014784773178 
174000 2.3793162844160105 
175000 2.376610542327716 
176000 2.380075035374438 
177000 2.378674775511389 
178000 2.4010882954937784 
179000 2.4151468322551493 
180000 2.391229819904218 
181000 2.388644891625968 
182000 2.416289856925477 
183000 2.448362546821733 
184000 2.4410881683183976 
185000 2.4764150642403466 
186000 2.4802211091064725 
187000 2.464751762648488 
188000 2.478768654920731 
189000 2.4617126927723065 
190000 2.4838640722465737 
191000 2.505758630513724 
192000 2.531031703655787 
193000 2.5119032378930606 
194000 2.5050146275836784 
195000 2.540030477618804 
196000 2.5396343663338588 
197000 2.5314658110332107 
198000 2.5017466070303596 
199000 2.520077025599823 
200000 2.5394941800485227 
201000 2.5834976740764293 
202000 2.5840145890609443 
203000 2.548587123382451 
204000 2.5692690410935106 
205000 2.5823404537455867 
206000 2.5926970336742063 
207000 2.61843587441237 
208000 2.6231264418841933 
209000 2.630682609445435 
210000 2.627153532171905 
211000 2.6441450947556198 
212000 2.6639295085675947 
213000 2.6711095869495853 
214000 2.6540483550448086 
215000 2.677094914839104 
216000 2.699030280667044 
217000 2.6833111101417924 
218000 2.700536663734635 
219000 2.693915483089894 
220000 2.715125271259802 
221000 2.7229433889606374 
222000 2.7278526378242356 
223000 2.7299714404456865 
224000 2.7226260141302316 
225000 2.743769398691267 
226000 2.7955660483887503 
227000 2.7791249464970234 
228000 2.8164613423005784 
229000 2.795072179751741 
230000 2.797918795920994 
231000 2.7910752380318318 
232000 2.847806420569642 
233000 2.834597656685308 
234000 2.83949971774706 
235000 2.8388396271580825 
236000 2.840110391937099 
237000 2.835999710176563 
238000 2.8589371694315195 
239000 2.8894788434110783 
240000 2.899203882540731 
241000 2.9085490809755985 
242000 2.890940792618367 
243000 2.9034017427431644 
244000 2.9122908779328434 
245000 2.9127245673818827 
246000 2.9250347393009872 
247000 2.925867010865677 
248000 2.915601487964675 
249000 2.939760084869621 
250000 2.9033568917997545 
251000 2.92602112089439 
252000 2.9530974729511996 
253000 2.951213414596098 
254000 2.9699728048986227 
255000 2.9434562030800087 
256000 2.9726692399784787 
257000 2.988861263990807 
258000 3.0115707389764292 
259000 2.981739608890473 
260000 2.984300328074185 
261000 3.005046266286702 
262000 3.0162497843576226 
263000 3.0407193222702382 
264000 3.033179092365329 
265000 3.012836843606103 
266000 3.0667147621103297 
267000 3.0607655328374124 
268000 3.044124701136863 
269000 3.0764790981889454 
270000 3.0595147073501927 
271000 3.057413018781559 
272000 3.043950891733254 
273000 3.053361164284869 
274000 3.0811816318492884 
275000 3.0691004393831323 
276000 3.1078275619737066 
277000 3.1342332163617006 
278000 3.1178273232255305 
279000 3.1447144262469746 
280000 3.1543002379622767 
281000 3.145229001519567 
282000 3.1671341379959617 
283000 3.1697494007738722 
284000 3.1543157938794475 
285000 3.175922012867287 
286000 3.1508622242784883 
287000 3.143404755150238 
288000 3.1392732025699033 
289000 3.179462252704783 
290000 3.1639759500284232 
291000 3.1379657603712277 
292000 3.140508383213867 
293000 3.154039206564247 
294000 3.182404408637222 
295000 3.176351386784559 
296000 3.199906767939533 
297000 3.1869396140415054 
298000 3.176038902857906 
299000 3.2107212386361286 
300000 3.2175155449933976 
301000 3.1876516675238458 
302000 3.210354475591753 
