il0014930954_w192,12,"-397.37
"
il0013932816_w192,5,"-397.366
"
il0009684747_w192,5,"-397.366
"
il0013326994_w192,5,"-397.364
"
il0011153424_w192,5,"-397.361
"
il0004231008_w192,5,"-397.359
"
il0011783959_w192,5,"-397.358
"
il0015211604_w192,12,"-397.358
"
il0015211824_w192,12,"-397.358
"
il0015828900_w192,5,"-397.358
"
il0015601441_w192,5,"-397.357
"
il0008061988_w192,5,"-397.354
"
il0013232860_w192,5,"-397.352
"
il0014458131_w192,5,"-397.352
"
il0012583383_w192,5,"-397.352
"
il0011943363_w192,5,"-397.351
"
il0011946141_w192,5,"-397.351
"
il0015866907_w192,5,"-397.342
"
il0009771648_w192,5,"-397.342
"
il0014808708_w192,5,"-397.34
"
il0015126146_w192,5,"-397.334
"
il0013309631_w192,5,"-397.333
"
il0014927929_w192,5,"-397.332
"
il0015649434_w192,5,"-397.329
"
il0012135590_w192,5,"-397.324
"
il0008069496_w192,5,"-397.323
"
il0014813360_w192,5,"-397.321
"
il0013932786_w192,5,"-397.315
"
il0013931708_w192,5,"-397.315
"
il0008131803_w192,12,"-397.314
"
il0011280119_w192,5,"-397.314
"
il0015600957_w192,12,"-397.313
"
il0002535459_w192,12,"-397.313
"
il0012994810_w192,5,"-397.304
"
il0015139250_w192,5,"-397.3
"
il0004255444_w192,5,"-397.299
"
il0014842224_w192,5,"-397.296
"
il0014769405_w192,12,"-397.291
"
il0015866979_w192,5,"-397.287
"
il0015648840_w192,12,"-397.286
"
il0014918899_w192,12,"-397.282
"
il0014928215_w192,5,"-397.277
"
il0012928860_w192,12,"-397.276
"
il0012662742_w192,12,"-397.276
"
il0015691132_w192,5,"-397.27
"
il0012960082_w192,5,"-397.269
"
il0014862560_w192,5,"-397.267
"
il0008511778_w192,5,"-397.267
"
il0015209595_w192,12,"-397.265
"
il0008151027_w192,12,"-397.264
"
il0014812994_w192,5,"-397.263
"
il0012697707_w192,12,"-397.263
"
il0012144808_w192,12,"-397.262
"
il0004253570_w192,5,"-397.248
"
il0004187292_w192,5,"-397.248
"
il0015588240_w192,5,"-397.248
"
il0004126889_w192,12,"-397.237
"
il0004235374_w192,5,"-397.236
"
il0004235379_w192,12,"-397.236
"
il0004213536_w192,5,"-397.214
"
il0015830627_w192,12,"-397.211
"
il0014774925_w192,5,"-397.211
"
il0014430868_w192,5,"-397.208
"
il0015316918_w192,12,"-397.206
"
il0012660943_w192,5,"-397.206
"
il0015830591_w192,12,"-397.204
"
il0013008229_w192,12,"-397.203
"
il0014776679_w192,12,"-397.202
"
il0014805288_w192,12,"-397.196
"
il0011155531_w192,5,"-397.195
"
il0012928299_w192,5,"-397.194
"
il0012660608_w192,5,"-397.194
"
il0012606023_w192,5,"-397.191
"
il0011240784_w192,5,"-397.189
"
il0012581504_w192,5,"-397.18
"
il0012583880_w192,12,"-397.175
"
il0013313997_w192,5,"-397.174
"
il0008070504_w192,12,"-397.174
"
il0012614456_w192,12,"-397.174
"
il0015664961_w192,12,"-397.172
"
il0015665685_w192,12,"-397.172
"
il0015300051_w192,5,"-397.171
"
il0004147980_w192,5,"-397.171
"
il0012972970_w192,5,"-397.169
"
il0014458331_w192,12,"-397.166
"
il0014775214_w192,5,"-397.16
"
il0014926563_w192,5,"-397.159
"
il0013896764_w192,5,"-397.153
"
il0013012498_w192,5,"-397.151
"
il0012697871_w192,5,"-397.149
"
il0011280066_w192,5,"-397.149
"
il0011297416_w192,12,"-397.146
"
il0008117549_w192,12,"-397.146
"
il0012977653_w192,12,"-397.146
"
il0015830652_w192,5,"-397.145
"
il0012881279_w192,5,"-397.142
"
il0014786808_w192,5,"-397.142
"
il0015830616_w192,5,"-397.137
"
il0012960091_w192,5,"-397.135
"
il0014852328_w192,5,"-397.134
"
il0014776707_w192,12,"-397.131
"
il0014776702_w192,5,"-397.131
"
il0014477828_w192,5,"-397.131
"
il0015885228_w192,5,"-397.131
"
il0015104306_w192,5,"-397.131
"
il0014361864_w192,12,"-397.13
"
il0012833451_w192,12,"-397.128
"
il0014913549_w192,12,"-397.128
"
il0015656234_w192,5,"-397.125
"
il0004181188_w192,5,"-397.125
"
il0014809676_w192,12,"-397.124
"
il0015894887_w192,5,"-397.124
"
il0004255437_w192,5,"-397.122
"
il0004187139_w192,5,"-397.122
"
il0004252659_w192,5,"-397.122
"
il0010668842_w192,5,"-397.122
"
il0011314839_w192,12,"-397.119
"
il0014944059_w192,5,"-397.118
"
il0012671543_w192,5,"-397.114
"
il0004091714_w192,12,"-397.111
"
il0014919365_w192,12,"-397.11
"
il0012955535_w192,5,"-397.107
"
il0013324907_w192,5,"-397.106
"
il0014917858_w192,5,"-397.106
"
il0014918854_w192,5,"-397.106
"
il0007432409_w192,5,"-397.105
"
il0009682516_w192,5,"-397.103
"
il0008131654_w192,5,"-397.102
"
il0010481436_w192,12,"-397.099
"
il0012662042_w192,12,"-397.099
"
il0014252531_w192,12,"-397.099
"
il0012928845_w192,12,"-397.099
"
il0015850353_w192,12,"-397.098
"
il0008131583_w192,5,"-397.094
"
il0011262485_w192,5,"-397.094
"
il0014883915_w192,5,"-397.094
"
il0014930957_w192,12,"-397.094
"
il0011240638_w192,12,"-397.094
"
il0015830527_w192,12,"-397.093
"
il0015113543_w192,5,"-397.091
"
il0008415682_w192,5,"-397.088
"
il0013919230_w192,5,"-397.086
"
il0015589857_w192,12,"-397.085
"
il0015662276_w192,12,"-397.083
"
il0015171591_w192,5,"-397.079
"
il0015169712_w192,5,"-397.079
"
il0009684704_w192,5,"-397.079
"
il0008130582_w192,5,"-397.078
"
il0011249015_w192,12,"-397.076
"
il0011251037_w192,12,"-397.076
"
il0015659855_w192,12,"-397.076
"
il0015172411_w192,5,"-397.072
"
il0012162286_w192,12,"-397.071
"
il0009795990_w192,12,"-397.071
"
il0010669480_w192,5,"-397.071
"
il0004189327_w192,5,"-397.071
"
il0004252324_w192,5,"-397.071
"
il0013870556_w192,5,"-397.071
"
il0004180601_w192,5,"-397.071
"
il0014510199_w192,12,"-397.067
"
il0015829349_w192,5,"-397.064
"
il0002592243_w192,12,"-397.063
"
il0014089396_w192,5,"-397.063
"
il0001860519_w192,12,"-397.062
"
il0015250284_w192,12,"-397.06
"
il0015588282_w192,5,"-397.059
"
il0012582982_w192,5,"-397.058
"
il0015272639_w192,5,"-397.056
"
il0015272662_w192,5,"-397.056
"
il0012973080_w192,12,"-397.055
"
il0013300770_w192,5,"-397.054
"
il0006798850_w192,5,"-397.053
"
il0004218626_w192,5,"-397.046
"
il0013233063_w192,12,"-397.044
"
il0015735364_w192,5,"-397.043
"
il0013182189_w192,12,"-397.042
"
il0015259630_w192,5,"-397.039
"
il0015666816_w192,5,"-397.039
"
il0014916482_w192,5,"-397.039
"
il0012613558_w192,5,"-397.036
"
il0008131874_w192,5,"-397.035
"
il0011262799_w192,5,"-397.035
"
il0012929288_w192,12,"-397.033
"
il0012662821_w192,12,"-397.033
"
il0014685120_w192,5,"-397.032
"
il0014884414_w192,5,"-397.032
"
il0014865432_w192,5,"-397.031
"
il0011240761_w192,12,"-397.031
"
il0007484815_w192,5,"-397.029
"
il0004244834_w192,5,"-397.029
"
il0012660697_w192,12,"-397.028
"
il0014253559_w192,5,"-397.028
"
il0012995030_w192,12,"-397.025
"
il0003103844_w192,12,"-397.025
"
il0011240807_w192,5,"-397.023
"
il0011242891_w192,5,"-397.023
"
il0007523929_w192,12,"-397.022
"
il0015288168_w192,12,"-397.016
"
il0015288163_w192,5,"-397.016
"
il0015587688_w192,12,"-397.015
"
il0011275248_w192,5,"-397.014
"
il0014776515_w192,5,"-397.014
"
il0009771555_w192,12,"-397.013
"
il0015867308_w192,5,"-397.012
"
il0013326348_w192,12,"-397.012
"
il0001873990_w192,5,"-397.011
"
il0014361795_w192,12,"-397.008
"
il0012898714_w192,5,"-397.007
"
il0014913480_w192,5,"-397.007
"
il0014468839_w192,5,"-397.006
"
il0013292070_w192,12,"-397.005
"
il0014809699_w192,12,"-397.002
"
il0009793945_w192,12,"-397.0
"
il0009794191_w192,5,"-397.0
"
il0009815787_w192,5,"-396.994
"
il0014878429_w192,5,"-396.991
"
il0015227288_w192,12,"-396.988
"
il0015736365_w192,12,"-396.988
"
il0015859211_w192,5,"-396.987
"
il0013011862_w192,5,"-396.986
"
il0014472463_w192,5,"-396.984
"
il0014916483_w192,12,"-396.983
"
il0014916478_w192,5,"-396.983
"
il0014896077_w192,12,"-396.983
"
il0011262806_w192,5,"-396.98
"
il0015209510_w192,5,"-396.978
"
il0015850500_w192,12,"-396.976
"
il0008524891_w192,5,"-396.976
"
il0008459657_w192,12,"-396.976
"
il0008153643_w192,12,"-396.973
"
il0011893159_w192,5,"-396.97
"
il0008524882_w192,5,"-396.969
"
il0014862581_w192,12,"-396.967
"
il0014602098_w192,5,"-396.966
"
il0004189704_w192,12,"-396.961
"
il0004252851_w192,12,"-396.961
"
il0004187326_w192,5,"-396.961
"
il0004254223_w192,5,"-396.961
"
il0013282668_w192,12,"-396.959
"
il0015893316_w192,5,"-396.958
"
il0007506665_w192,5,"-396.958
"
il0013163291_w192,5,"-396.958
"
il0008113807_w192,5,"-396.956
"
il0015829148_w192,5,"-396.955
"
il0015664248_w192,5,"-396.952
"
il0004222994_w192,5,"-396.951
"
il0008113176_w192,5,"-396.949
"
il0004234893_w192,5,"-396.949
"
il0014908794_w192,12,"-396.947
"
il0015149983_w192,5,"-396.946
"
il0014369308_w192,5,"-396.946
"
il0014198596_w192,5,"-396.942
"
il0003550937_w192,5,"-396.942
"
il0008069964_w192,12,"-396.941
"
il0012614189_w192,12,"-396.941
"
il0007432246_w192,5,"-396.94
"
il0004126635_w192,5,"-396.938
"
il0014926562_w192,5,"-396.936
"
il0012662879_w192,5,"-396.935
"
il0014932003_w192,12,"-396.933
"
il0014935389_w192,12,"-396.929
"
il0015830542_w192,12,"-396.928
"
il0014877058_w192,12,"-396.926
"
il0015765388_w192,5,"-396.926
"
il0012889978_w192,5,"-396.925
"
il0008415046_w192,5,"-396.922
"
il0008528614_w192,5,"-396.922
"
il0013274685_w192,5,"-396.922
"
il0014922150_w192,5,"-396.92
"
il0014776594_w192,12,"-396.919
"
il0014883750_w192,5,"-396.917
"
il0013809404_w192,5,"-396.917
"
il0008118678_w192,12,"-396.914
"
il0012977354_w192,12,"-396.914
"
il0012968182_w192,5,"-396.908
"
il0010560820_w192,5,"-396.908
"
il0013906608_w192,5,"-396.901
"
il0011317151_w192,5,"-396.899
"
il0015829019_w192,5,"-396.898
"
il0011319650_w192,5,"-396.894
"
il0014775221_w192,12,"-396.889
"
il0011959030_w192,5,"-396.886
"
il0004148475_w192,5,"-396.884
"
il0015300048_w192,5,"-396.884
"
il0013193548_w192,5,"-396.881
"
il0014731667_w192,12,"-396.879
"
il0015371489_w192,5,"-396.879
"
il0014518990_w192,12,"-396.878
"
il0015659745_w192,12,"-396.877
"
il0012551743_w192,5,"-396.876
"
il0009161710_w192,5,"-396.875
"
il0007440937_w192,12,"-396.874
"
il0014917857_w192,5,"-396.874
"
il0014918858_w192,5,"-396.874
"
il0015664679_w192,5,"-396.873
"
il0015664251_w192,12,"-396.873
"
il0015665595_w192,5,"-396.873
"
il0014774359_w192,5,"-396.873
"
il0014654544_w192,5,"-396.871
"
il0015830517_w192,12,"-396.87
"
il0012880822_w192,5,"-396.868
"
il0012662614_w192,5,"-396.868
"
il0012929398_w192,5,"-396.868
"
il0011365095_w192,12,"-396.866
"
il0013897390_w192,5,"-396.866
"
il0003463577_w192,5,"-396.864
"
il0012613565_w192,12,"-396.863
"
il0014922109_w192,5,"-396.863
"
il0014896008_w192,5,"-396.862
"
il0015824915_w192,5,"-396.861
"
il0015850728_w192,5,"-396.859
"
il0011240754_w192,5,"-396.858
"
il0011188601_w192,12,"-396.857
"
il0012929400_w192,12,"-396.856
"
il0012661613_w192,12,"-396.856
"
il0008152381_w192,5,"-396.856
"
il0011242871_w192,5,"-396.856
"
il0012881472_w192,5,"-396.855
"
il0012775822_w192,5,"-396.855
"
il0012147084_w192,5,"-396.854
"
il0014952852_w192,5,"-396.852
"
il0011791006_w192,12,"-396.851
"
il0013906578_w192,5,"-396.85
"
il0011280338_w192,5,"-396.85
"
il0014750384_w192,5,"-396.849
"
il0011153223_w192,12,"-396.849
"
il0011747243_w192,5,"-396.848
"
il0014776631_w192,5,"-396.848
"
il0009793904_w192,5,"-396.848
"
il0014769325_w192,12,"-396.846
"
il0014602128_w192,5,"-396.845
"
il0014756232_w192,5,"-396.843
"
il0008116879_w192,5,"-396.843
"
il0014753083_w192,5,"-396.842
"
il0014912112_w192,5,"-396.841
"
il0003638297_w192,5,"-396.841
"
il0014826098_w192,5,"-396.837
"
il0014730951_w192,12,"-396.828
"
il0013163171_w192,1,"-396.828
"
il0012605036_w192,5,"-396.827
"
il0015452466_w192,5,"-396.825
"
il0004093821_w192,5,"-396.824
"
il0015248448_w192,5,"-396.824
"
il0015589898_w192,12,"-396.823
"
il0014198518_w192,5,"-396.82
"
il0013235371_w192,5,"-396.82
"
il0013235280_w192,5,"-396.82
"
il0012566667_w192,12,"-396.819
"
il0014917853_w192,12,"-396.818
"
il0014918859_w192,5,"-396.818
"
il0012505586_w192,5,"-396.815
"
il0012929997_w192,5,"-396.813
"
il0012671557_w192,12,"-396.813
"
il0002972789_w192,12,"-396.812
"
il0012144797_w192,5,"-396.812
"
il0011380530_w192,5,"-396.812
"
il0011526815_w192,5,"-396.812
"
il0015850390_w192,5,"-396.811
"
il0012697666_w192,5,"-396.808
"
il0013235373_w192,5,"-396.808
"
il0013233179_w192,5,"-396.808
"
il0005061716_w192,12,"-396.808
"
il0008511819_w192,12,"-396.808
"
il0014776611_w192,12,"-396.807
"
il0011227198_w192,5,"-396.805
"
il0004226157_w192,5,"-396.805
"
il0015289755_w192,5,"-396.805
"
il0013274687_w192,5,"-396.804
"
il0013918749_w192,5,"-396.799
"
il0013919712_w192,5,"-396.799
"
il0009354121_w192,12,"-396.798
"
il0013431260_w192,5,"-396.797
"
il0014812998_w192,12,"-396.797
"
il0006912575_w192,5,"-396.794
"
il0002916018_w192,5,"-396.794
"
il0014777426_w192,5,"-396.793
"
il0011332708_w192,5,"-396.792
"
il0012695860_w192,5,"-396.792
"
il0009828339_w192,12,"-396.792
"
il0014751546_w192,12,"-396.792
"
il0012606095_w192,5,"-396.792
"
il0013322725_w192,12,"-396.791
"
il0007519767_w192,12,"-396.789
"
il0011946143_w192,5,"-396.789
"
il0010655283_w192,5,"-396.789
"
il0014753374_w192,5,"-396.787
"
il0014869800_w192,5,"-396.787
"
il0014900445_w192,12,"-396.786
"
il0015171190_w192,5,"-396.785
"
il0004186702_w192,12,"-396.784
"
il0010668387_w192,5,"-396.784
"
il0004253330_w192,12,"-396.784
"
il0004254216_w192,5,"-396.784
"
il0004187255_w192,5,"-396.784
"
il0013871182_w192,5,"-396.784
"
il0004269704_w192,5,"-396.784
"
il0004177976_w192,5,"-396.784
"
il0008111808_w192,5,"-396.784
"
il0012867693_w192,12,"-396.784
"
il0013212711_w192,5,"-396.781
"
il0015148436_w192,12,"-396.781
"
il0014369329_w192,12,"-396.781
"
il0012118589_w192,5,"-396.78
"
il0008114184_w192,12,"-396.779
"
il0012089079_w192,5,"-396.777
"
il0015817487_w192,12,"-396.777
"
il0014091943_w192,5,"-396.776
"
il0015813745_w96,12,"-396.775
"
il0014877075_w192,12,"-396.775
"
il0014369623_w192,5,"-396.774
"
il0015434549_w192,5,"-396.774
"
il0004093231_w192,5,"-396.773
"
il0004090708_w192,5,"-396.773
"
il0011319431_w192,5,"-396.772
"
il0013269549_w192,12,"-396.768
"
il0012973287_w192,5,"-396.767
"
il0015666906_w192,5,"-396.764
"
il0015666961_w192,5,"-396.764
"
il0001716375_w192,12,"-396.764
"
il0013292149_w192,12,"-396.762
"
il0008152921_w192,12,"-396.761
"
il0011240486_w192,12,"-396.761
"
il0004218407_w192,5,"-396.759
"
il0015262918_w192,5,"-396.759
"
il0014774994_w192,5,"-396.758
"
il0011218439_w192,12,"-396.753
"
il0015227836_w192,5,"-396.752
"
il0012995136_w192,12,"-396.75
"
il0011297791_w192,5,"-396.75
"
il0010547119_w192,5,"-396.749
"
il0015843695_w192,12,"-396.749
"
il0014459859_w192,12,"-396.748
"
il0009684991_w192,5,"-396.748
"
il0014882906_w192,12,"-396.745
"
il0015659732_w192,12,"-396.742
"
il0015894284_w192,12,"-396.742
"
il0008152422_w192,5,"-396.736
"
il0009796127_w192,5,"-396.73
"
il0012968172_w192,12,"-396.729
"
il0015287565_w192,5,"-396.728
"
il0008038920_w192,5,"-396.727
"
il0011153426_w192,12,"-396.727
"
il0013121810_w192,5,"-396.727
"
il0003068878_w192,5,"-396.727
"
il0006803348_w192,12,"-396.727
"
il0014200115_w192,12,"-396.726
"
il0014619454_w192,12,"-396.726
"
il0008061986_w192,5,"-396.725
"
il0013011291_w192,5,"-396.724
"
il0015888903_w192,5,"-396.722
"
il0011944207_w192,5,"-396.722
"
il0014362270_w192,5,"-396.721
"
il0015371283_w192,12,"-396.721
"
il0012973257_w192,5,"-396.717
"
il0015600440_w192,5,"-396.716
"
il0012592655_w192,5,"-396.714
"
il0011958673_w192,12,"-396.713
"
il0013300750_w192,5,"-396.713
"
il0015450329_w192,12,"-396.71
"
il0015450529_w192,5,"-396.71
"
il0014917898_w192,5,"-396.708
"
il0013182870_w192,12,"-396.708
"
il0014774335_w192,5,"-396.708
"
il0011876253_w192,5,"-396.707
"
il0009817924_w192,5,"-396.707
"
il0008082610_w192,5,"-396.707
"
il0012161798_w192,5,"-396.706
"
il0012618140_w192,5,"-396.704
"
il0008012719_w192,5,"-396.703
"
il0015850080_w192,12,"-396.703
"
il0015249859_w192,5,"-396.702
"
il0015589995_w192,12,"-396.702
"
il0015885801_w192,5,"-396.701
"
il0014918694_w192,5,"-396.701
"
il0014807993_w192,12,"-396.699
"
il0012829247_w192,5,"-396.697
"
il0009739227_w192,12,"-396.697
"
il0014894640_w192,5,"-396.696
"
il0015823344_w192,5,"-396.695
"
il0012136085_w192,5,"-396.694
"
il0010503963_w192,12,"-396.694
"
il0015849984_w192,5,"-396.694
"
il0011240645_w192,5,"-396.693
"
il0008153423_w192,5,"-396.693
"
il0014996472_w192,5,"-396.692
"
il0011330258_w192,5,"-396.692
"
il0015209618_w192,12,"-396.691
"
il0015209620_w192,5,"-396.691
"
il0002972793_w192,5,"-396.691
"
il0006899323_w192,5,"-396.691
"
il0010481599_w192,5,"-396.69
"
il0014251012_w192,5,"-396.69
"
il0011240734_w192,5,"-396.69
"
il0015850837_w192,5,"-396.689
"
il0015647279_w192,5,"-396.688
"
il0011299462_w192,5,"-396.687
"
il0012994561_w192,12,"-396.686
"
il0011890947_w192,5,"-396.683
"
il0009807008_w192,5,"-396.683
"
il0006210627_w192,12,"-396.683
"
il0013429934_w192,5,"-396.682
"
il0015836370_w192,12,"-396.682
"
il0012613552_w192,5,"-396.682
"
il0014477838_w96,12,"-396.681
"
il0014604235_w192,5,"-396.679
"
il0014754864_w192,5,"-396.678
"
il0014763600_w192,5,"-396.678
"
il0011168642_w192,5,"-396.677
"
il0015590668_w192,5,"-396.676
"
il0014796555_w192,5,"-396.675
"
il0014813021_w192,12,"-396.675
"
il0015828360_w192,5,"-396.675
"
il0004188765_w192,12,"-396.674
"
il0013320444_w192,5,"-396.673
"
il0009773484_w192,12,"-396.673
"
il0013012569_w192,5,"-396.673
"
il0015675600_w192,5,"-396.673
"
il0014836342_w192,12,"-396.673
"
il0014862574_w192,5,"-396.672
"
il0015884308_w192,12,"-396.671
"
il0009745440_w192,5,"-396.67
"
il0014360792_w192,5,"-396.67
"
il0012960081_w192,12,"-396.669
"
il0014671815_w192,12,"-396.666
"
il0015815842_w192,5,"-396.666
"
il0015060624_w192,5,"-396.666
"
il0015263549_w192,12,"-396.664
"
il0015264340_w192,12,"-396.664
"
il0004222775_w192,5,"-396.664
"
il0009796082_w192,5,"-396.663
"
il0012162293_w192,5,"-396.663
"
il0008114397_w192,5,"-396.662
"
il0012960151_w192,12,"-396.661
"
il0011371526_w192,12,"-396.661
"
il0015249839_w192,5,"-396.66
"
il0015862656_w192,5,"-396.66
"
il0007519769_w192,5,"-396.66
"
il0011314560_w192,5,"-396.659
"
il0003625183_w192,5,"-396.658
"
il0011734543_w192,5,"-396.658
"
il0014704743_w192,12,"-396.658
"
il0014510315_w192,5,"-396.658
"
il0014808671_w192,5,"-396.657
"
il0012807314_w192,5,"-396.655
"
il0014201143_w192,5,"-396.655
"
il0014774932_w192,5,"-396.653
"
il0014775401_w192,5,"-396.653
"
il0004199908_w192,5,"-396.652
"
il0015251215_w192,5,"-396.651
"
il0014510400_w192,5,"-396.651
"
il0001716377_w192,5,"-396.65
"
il0010542588_w192,12,"-396.649
"
il0014809562_w192,12,"-396.648
"
il0012807094_w192,5,"-396.648
"
il0012592726_w192,5,"-396.647
"
il0008009478_w192,12,"-396.644
"
il0012048348_w192,5,"-396.643
"
il0013386202_w192,5,"-396.643
"
il0014459359_w192,5,"-396.643
"
il0009706587_w192,5,"-396.641
"
il0009815780_w192,12,"-396.64
"
il0009809186_w192,5,"-396.639
"
il0011891791_w192,5,"-396.639
"
il0002448099_w192,12,"-396.636
"
